label,発生日時　　月,発生日時　　日,発生日時　　時,車道幅員,天候,地形,路面状態,道路形状,信号機
0,1,28,12,0,2,3,1,0,7
0,8,31,7,14,3,1,2,1,7
1,9,12,13,14,1,1,1,1,7
1,8,4,17,3,1,3,1,13,7
0,6,8,14,11,1,1,1,1,7
1,8,22,8,3,1,2,1,13,7
0,7,15,12,3,1,2,1,7,1
1,9,19,18,15,1,1,1,1,7
1,7,3,15,6,2,1,1,13,7
1,5,28,19,3,3,2,2,14,7
1,7,12,13,3,1,2,1,14,7
0,1,12,17,3,1,1,1,14,7
0,9,30,15,14,1,1,1,1,7
0,6,6,8,18,1,1,1,1,1
1,1,30,0,18,1,1,1,1,1
0,1,29,14,4,1,3,1,14,7
1,4,23,21,19,1,1,1,1,1
0,5,18,7,14,1,1,1,1,7
1,6,28,3,3,2,3,1,14,7
0,9,18,12,4,1,3,1,7,1
1,1,9,10,3,1,3,1,13,7
1,1,7,9,2,1,2,1,7,7
0,11,7,13,14,1,2,1,1,7
0,6,1,12,3,1,1,1,7,1
0,2,17,15,15,2,1,1,1,7
0,3,19,0,19,1,1,1,1,8
0,12,26,16,0,1,1,1,0,7
0,3,9,18,4,2,1,1,14,7
1,12,30,14,14,1,1,1,1,7
1,10,10,21,14,1,1,1,1,7
0,7,1,6,3,3,3,2,14,7
0,10,16,14,6,1,1,1,7,7
1,3,10,12,3,1,1,1,14,7
0,7,28,9,4,1,3,1,11,7
0,10,25,6,14,1,1,1,1,1
0,4,22,10,14,1,1,1,1,7
0,4,18,7,3,1,3,1,7,1
0,4,27,9,3,1,3,1,12,7
1,5,5,14,3,1,3,1,13,7
0,6,29,13,3,2,1,2,14,7
0,11,27,16,3,1,2,1,14,7
0,1,9,10,18,1,1,1,1,1
1,2,12,5,3,2,1,2,14,7
1,4,21,19,4,1,1,1,14,7
1,8,16,9,3,1,3,1,13,7
1,1,21,3,3,3,1,2,7,1
0,2,17,11,15,1,1,1,1,1
1,3,12,10,3,1,3,1,14,7
0,8,31,20,3,3,2,2,14,7
1,9,23,23,15,1,1,1,1,1
1,8,15,13,14,1,3,1,1,7
1,6,22,1,2,1,1,1,14,7
1,8,8,7,14,1,2,1,1,7
1,11,25,17,3,1,2,1,14,7
0,4,10,16,0,1,2,1,0,7
0,1,24,13,3,2,2,1,14,7
1,7,28,7,5,1,1,1,7,7
1,11,12,9,15,1,3,1,1,2
0,1,27,17,2,2,3,4,14,7
0,6,21,15,5,1,3,1,14,7
0,1,4,10,4,1,1,1,7,1
1,1,1,0,3,1,1,1,7,7
0,4,21,16,3,3,1,2,14,7
0,9,12,17,4,1,1,1,7,1
1,3,12,18,3,2,1,2,7,7
1,11,10,18,6,1,2,1,14,7
1,5,18,1,3,1,3,1,13,7
0,4,22,16,3,1,2,1,7,1
0,10,29,17,3,1,1,2,7,2
1,10,24,21,3,1,1,1,7,7
1,11,20,2,6,1,3,1,13,7
1,7,22,6,4,1,3,1,13,7
1,12,4,10,15,2,3,1,1,1
1,2,2,1,14,1,3,1,1,7
1,12,17,21,3,2,2,2,14,7
1,3,11,18,2,1,3,1,13,7
0,8,6,14,3,1,1,1,14,7
0,11,28,13,6,1,2,1,14,7
1,10,5,3,6,2,1,1,14,1
1,7,14,2,4,2,1,1,14,7
1,8,27,11,5,2,3,1,14,7
0,1,26,7,2,1,3,1,13,7
0,8,22,11,3,3,1,2,14,7
1,6,25,1,5,1,1,1,14,7
1,11,4,13,11,1,1,1,1,7
1,1,14,17,3,1,3,2,14,7
1,12,20,6,14,2,3,3,1,7
0,8,21,15,15,1,2,1,1,4
0,9,12,7,15,1,1,1,1,7
1,12,29,13,3,1,1,1,7,7
1,5,11,9,3,1,3,1,13,7
0,10,31,5,5,1,2,1,7,7
1,12,21,13,5,1,3,1,11,7
0,2,26,11,1,1,1,1,7,7
1,12,13,17,15,2,2,1,1,7
0,3,11,12,3,1,1,1,7,7
1,5,17,14,11,1,1,1,1,7
1,2,5,6,17,3,3,2,1,3
0,3,29,17,5,1,3,1,14,7
0,2,7,17,19,1,1,1,1,2
1,9,9,11,2,1,3,1,7,7
1,3,5,10,14,3,2,2,1,7
1,5,24,13,19,1,1,1,1,1
1,10,3,0,18,1,1,1,1,1
1,12,27,20,19,1,1,1,1,1
0,12,4,15,0,1,3,1,0,7
1,1,10,12,3,3,2,2,14,7
1,10,6,13,3,1,3,1,14,7
0,4,10,8,14,1,2,1,1,7
0,11,6,11,3,1,1,1,14,7
0,4,11,7,3,1,2,1,7,7
1,1,23,22,5,1,3,3,14,7
0,1,12,9,11,1,1,1,1,7
1,3,8,5,5,5,2,2,7,7
0,11,24,17,3,1,3,1,14,7
0,4,25,11,2,1,1,1,14,7
0,8,6,10,5,1,1,2,14,7
0,11,8,6,15,1,1,1,1,7
1,10,25,13,14,2,2,1,1,7
1,7,30,17,18,1,3,1,1,1
0,5,22,11,2,1,2,1,7,7
0,6,10,15,3,1,1,1,14,7
1,11,7,9,15,1,1,1,1,1
1,9,15,20,3,2,2,1,14,7
1,4,4,18,3,2,2,1,14,7
0,10,21,15,14,1,1,1,1,7
0,12,22,7,15,1,2,1,1,7
1,9,15,0,19,1,1,1,1,7
0,12,3,14,11,1,1,1,1,7
0,11,11,21,15,1,1,1,1,7
1,8,9,19,3,1,1,1,7,7
1,3,9,4,2,1,2,1,13,7
0,3,31,10,4,2,1,1,14,7
0,1,9,9,4,1,1,1,14,1
0,6,19,21,5,1,2,1,7,1
0,2,3,18,6,1,1,1,14,7
0,12,19,18,3,1,2,1,14,7
0,11,27,20,3,1,1,1,14,7
1,10,4,12,5,2,1,1,7,1
1,4,16,18,14,2,2,1,1,7
0,1,19,2,3,1,2,1,7,1
0,8,13,15,11,1,2,1,1,7
1,3,9,15,14,1,1,1,1,1
0,4,30,17,17,3,1,2,1,1
0,7,25,4,3,2,3,2,13,7
0,3,3,21,15,1,1,1,1,1
0,11,15,12,3,2,2,1,14,7
1,5,13,3,3,3,3,5,13,7
0,7,23,8,11,1,1,1,1,7
0,3,7,18,15,2,1,1,1,7
1,6,11,16,3,1,1,1,7,7
0,5,14,11,11,1,3,1,1,7
0,4,12,23,0,1,2,1,0,7
0,9,17,12,4,1,1,1,14,7
0,3,6,14,18,2,1,1,1,1
1,4,29,6,3,1,3,1,7,7
1,8,3,7,14,1,3,1,1,7
1,4,26,5,19,1,1,1,1,1
1,2,7,9,3,1,3,1,13,7
1,10,9,12,14,2,2,1,1,7
0,4,12,8,3,1,2,1,14,7
0,4,22,8,3,2,3,1,13,7
0,5,29,10,15,1,1,1,1,7
0,12,3,8,15,1,1,1,1,1
0,12,16,7,3,1,3,1,14,7
0,10,11,15,3,1,2,1,14,7
1,12,11,16,15,2,2,1,1,1
1,2,9,13,3,1,3,1,14,7
1,3,3,15,3,1,1,1,14,7
1,9,17,17,14,1,1,1,1,7
0,2,26,17,3,2,2,1,7,8
1,6,19,13,0,1,2,1,0,7
1,12,18,8,15,1,3,1,1,7
0,7,9,20,14,1,1,1,1,7
1,8,8,17,4,1,1,1,14,7
1,7,6,18,3,1,1,1,13,7
0,2,6,9,15,1,2,1,1,1
0,6,12,10,5,1,3,1,7,7
0,9,9,7,6,1,1,1,14,1
1,2,8,11,3,2,3,2,13,7
0,10,28,16,3,1,1,1,14,7
0,1,24,7,15,5,3,4,1,7
1,7,21,10,3,1,3,1,13,7
1,8,3,8,1,1,2,1,14,7
1,12,7,0,2,1,1,1,14,7
0,2,10,13,14,1,3,1,1,7
1,8,19,23,3,1,3,1,14,7
1,10,1,14,17,1,3,1,1,7
0,2,4,13,19,1,1,1,1,1
0,12,4,18,5,1,2,1,7,1
1,8,27,10,3,2,3,2,13,7
0,10,15,11,14,1,2,1,1,7
0,10,25,13,3,1,1,1,7,8
1,3,10,19,2,1,2,1,14,7
0,6,1,15,5,1,3,1,14,7
1,1,19,11,5,1,3,1,14,7
0,9,10,11,4,2,1,1,14,7
0,2,3,9,5,2,1,1,7,1
0,3,22,19,15,1,1,1,1,1
0,6,8,13,11,1,1,1,1,7
1,9,27,3,1,1,3,1,14,7
0,5,18,22,3,2,2,1,7,3
1,6,4,14,14,1,1,1,1,1
1,11,8,5,19,1,2,1,1,1
0,9,10,22,3,1,1,1,14,7
1,1,9,16,4,2,1,1,14,7
1,12,23,1,3,1,3,1,14,7
0,10,18,18,2,1,2,2,14,7
1,10,22,5,5,3,3,2,14,7
0,11,25,9,14,1,2,1,1,7
0,1,22,10,14,1,2,1,1,7
1,5,26,11,3,1,3,1,13,7
1,3,16,17,15,1,3,1,1,7
0,3,12,18,4,3,1,2,7,7
0,5,31,18,14,1,2,1,1,7
1,6,30,16,1,3,3,2,7,7
0,5,26,10,3,1,1,1,14,7
0,1,16,21,3,5,2,3,7,7
1,10,30,14,14,2,3,1,1,7
1,7,31,7,4,1,2,1,13,7
0,8,9,7,3,1,2,1,14,7
0,8,17,14,4,1,1,1,14,7
0,1,19,16,3,1,2,1,14,7
0,10,31,18,15,1,1,1,1,7
0,1,30,12,15,1,2,1,1,1
0,6,10,7,18,2,1,1,1,7
1,5,26,9,3,1,3,1,13,7
0,2,16,7,2,1,1,3,7,7
1,11,28,1,3,3,2,2,14,7
1,9,6,2,3,1,3,1,14,7
0,6,7,10,11,1,1,1,1,7
0,7,1,16,3,1,3,1,14,7
0,3,10,9,14,1,1,1,1,7
1,4,12,17,18,1,1,1,1,1
0,5,17,9,11,1,1,1,1,7
1,7,30,7,14,1,1,1,1,7
1,10,28,1,3,3,1,2,14,7
0,11,3,16,11,1,3,1,1,7
0,1,18,16,19,1,1,1,1,1
1,1,9,20,3,1,3,1,14,7
0,11,21,10,17,1,3,1,1,1
0,10,21,7,11,1,2,1,1,7
1,4,19,13,3,1,3,1,14,7
1,10,6,7,3,2,2,1,13,7
1,4,15,3,18,1,2,1,1,1
1,11,12,10,3,1,2,1,14,7
1,3,21,1,18,2,1,2,1,1
0,6,27,8,3,1,3,1,7,7
0,2,5,16,5,3,3,2,14,7
1,12,13,8,0,2,1,1,0,7
1,7,20,17,15,1,2,1,1,7
1,2,21,22,18,3,1,2,1,1
1,11,13,5,3,1,2,1,14,7
0,5,27,10,11,3,2,2,1,7
1,1,23,9,3,1,3,1,13,7
1,12,8,3,5,3,1,2,14,7
0,1,10,10,15,1,1,1,1,1
0,12,9,9,5,2,1,1,7,1
0,3,21,8,3,1,3,1,14,7
0,8,10,15,4,1,3,1,14,7
0,7,22,11,15,1,2,1,1,1
0,11,25,20,0,1,2,1,0,7
0,10,26,9,15,2,2,1,1,1
0,3,22,11,4,1,2,1,14,7
0,6,21,18,3,1,1,2,14,7
0,2,4,16,11,1,1,1,1,7
1,10,6,19,3,3,3,2,14,7
0,12,28,20,15,2,2,1,1,1
1,9,24,11,4,2,3,1,14,7
1,10,25,17,2,1,3,1,14,7
1,10,3,10,4,3,2,1,7,7
0,7,18,9,19,1,1,1,1,1
0,10,31,9,15,2,2,1,1,7
0,7,8,7,3,1,2,1,14,7
0,9,9,16,15,2,2,1,1,7
1,6,26,19,15,1,3,1,1,7
1,7,8,9,3,3,3,2,13,7
1,4,3,18,3,3,2,2,14,7
1,7,1,14,5,3,2,2,14,7
1,12,19,19,3,1,1,1,14,7
0,5,20,6,0,2,1,1,0,7
0,9,24,16,1,1,1,1,14,7
0,9,19,11,3,1,1,1,7,1
1,7,25,9,11,1,1,1,1,7
1,4,25,5,4,1,1,2,7,7
1,3,16,20,5,1,1,1,14,7
1,8,15,11,4,1,3,1,12,7
1,12,17,12,1,1,3,1,7,7
1,8,6,11,14,1,3,1,1,7
0,10,15,10,3,2,2,1,7,7
1,5,11,19,14,1,3,1,1,7
0,7,13,18,15,1,1,1,1,7
0,4,7,12,3,2,1,1,14,7
0,11,29,19,15,1,1,1,1,7
0,8,16,13,19,1,2,1,1,1
0,12,4,10,14,1,2,1,1,7
0,9,7,18,3,1,2,1,7,7
0,1,26,17,11,5,1,4,1,7
0,7,29,7,4,1,1,1,14,7
0,1,6,18,3,1,1,1,14,7
1,7,25,15,3,1,3,1,12,7
1,1,21,13,0,3,3,2,0,7
0,5,27,8,15,2,2,1,1,1
1,4,2,23,18,1,1,1,1,1
1,8,20,18,15,2,2,1,1,1
1,8,8,23,19,1,1,1,1,1
0,12,10,15,1,1,2,1,13,7
1,12,31,11,3,1,2,1,13,7
0,10,8,12,5,3,3,2,14,7
1,10,7,4,18,3,1,2,1,1
1,8,29,1,19,2,2,1,1,1
0,2,3,12,15,1,3,1,1,7
0,6,30,15,6,2,1,1,7,1
0,2,27,15,15,1,3,1,1,7
1,4,1,18,3,2,2,1,14,7
0,1,20,10,14,2,1,1,1,7
1,10,13,17,19,1,2,1,1,1
0,12,4,20,3,1,2,1,14,7
1,5,11,9,3,1,2,1,14,7
1,1,18,19,3,3,3,2,14,7
1,12,19,3,3,1,2,1,7,1
0,7,4,7,15,2,3,1,1,7
1,9,4,4,3,1,3,1,13,7
1,5,19,13,0,1,2,1,0,7
1,9,7,17,3,1,3,1,14,7
1,9,22,8,3,3,3,2,14,7
1,10,4,10,18,3,1,2,1,1
1,4,30,9,15,3,1,2,1,1
0,5,1,9,4,1,1,1,14,7
0,3,17,9,2,3,2,2,7,1
1,12,4,9,14,1,1,1,1,7
1,12,19,13,19,1,1,1,1,1
0,8,17,22,2,1,1,1,14,7
0,5,18,2,18,1,1,1,1,1
1,9,23,17,14,1,2,1,1,7
1,6,19,9,18,1,1,1,1,1
1,10,13,21,17,1,1,1,1,7
0,10,21,19,3,1,3,1,14,7
0,6,29,18,0,2,2,1,0,7
0,1,24,16,15,5,3,1,1,1
1,3,15,5,17,1,3,1,1,7
0,4,1,13,2,1,2,1,14,7
0,12,19,17,5,1,3,1,14,7
1,5,14,13,1,1,2,1,14,7
1,5,14,17,6,1,3,1,14,7
1,1,9,6,3,1,1,1,14,7
1,4,7,13,3,1,3,1,14,7
1,7,11,9,3,3,2,2,14,7
0,5,23,2,19,4,1,1,1,1
1,9,11,18,15,1,3,1,1,7
1,6,20,12,4,1,3,1,14,7
1,8,18,10,15,1,3,1,1,1
0,11,1,10,3,2,1,1,14,7
0,6,9,14,15,2,1,1,1,1
0,8,13,20,3,1,1,1,14,7
1,9,12,1,3,1,3,1,13,7
0,9,27,18,15,2,1,1,1,1
1,5,20,12,3,2,3,2,13,7
1,1,19,7,1,2,2,1,21,7
1,4,30,0,3,2,1,1,14,7
0,3,6,15,11,2,2,1,1,7
0,7,3,4,3,1,1,1,14,7
0,2,14,7,11,1,1,1,1,7
0,10,27,10,14,2,1,1,1,7
1,5,1,19,3,2,3,1,14,7
0,8,10,11,11,1,1,1,1,7
1,7,4,15,0,1,3,1,0,7
0,12,26,18,3,3,1,2,7,7
0,6,13,18,6,1,1,1,7,7
1,8,17,10,14,1,2,1,1,1
0,2,22,7,4,3,1,2,14,7
1,11,4,14,1,1,1,1,7,7
1,1,14,8,3,1,1,1,21,7
0,10,16,12,0,1,2,1,0,7
1,8,16,13,11,3,3,2,1,7
1,11,4,20,4,1,1,1,14,7
1,10,9,18,14,1,2,1,1,1
0,7,6,10,3,2,2,1,14,7
1,4,29,2,0,1,3,1,0,7
0,12,8,17,4,1,3,1,14,7
0,5,24,19,2,2,2,1,14,7
0,9,19,7,3,1,2,1,11,7
0,5,22,21,15,1,1,1,1,7
0,9,27,6,3,1,2,1,7,1
0,4,17,9,14,1,3,1,1,7
0,2,16,16,14,1,1,1,1,7
1,8,2,5,18,1,1,1,1,1
0,12,19,10,11,1,1,1,1,7
0,6,26,10,2,3,1,2,7,7
1,11,26,2,2,1,1,1,14,7
1,3,6,21,3,3,3,2,13,7
1,3,5,12,3,2,2,1,14,7
0,7,3,10,2,1,1,1,14,7
1,2,22,15,3,2,2,2,13,7
1,2,3,8,15,1,3,1,1,7
1,3,6,4,14,3,2,2,1,7
0,7,30,10,5,1,1,1,7,1
1,9,14,3,4,1,1,1,14,7
1,3,6,21,3,1,2,1,14,7
1,1,3,7,3,2,3,3,13,7
0,9,28,19,11,1,1,1,1,7
0,2,13,16,0,1,1,1,0,7
0,9,28,6,4,1,1,1,14,7
1,11,5,17,3,2,1,1,14,7
1,1,17,20,6,1,1,1,13,7
0,1,27,18,3,2,1,3,14,7
0,2,27,7,14,1,1,1,1,1
1,3,16,21,3,1,2,1,14,7
0,4,21,20,19,3,1,2,1,1
0,7,16,17,3,3,2,2,14,7
0,11,1,13,4,2,2,1,14,7
0,1,19,11,4,2,3,1,7,7
0,2,13,7,11,1,1,1,1,7
0,2,28,8,11,1,1,1,1,7
1,7,4,15,3,1,3,2,11,7
1,8,31,19,17,2,2,2,1,7
0,4,4,18,5,2,1,1,7,7
0,4,18,1,15,2,3,1,1,7
1,12,21,0,3,1,2,1,13,7
1,9,14,4,3,1,2,1,7,7
0,9,23,11,2,3,3,1,13,7
1,11,10,18,15,2,3,1,1,2
0,12,8,17,1,1,2,1,7,2
1,5,20,11,18,1,1,1,1,1
1,8,16,23,2,1,1,1,21,7
0,7,8,16,1,2,3,1,14,7
0,11,26,18,15,3,1,2,1,7
0,6,14,9,15,1,1,1,1,1
0,9,21,17,15,3,1,2,1,7
1,7,26,19,0,2,3,1,0,7
1,6,23,13,2,2,2,2,13,7
1,12,2,6,19,1,1,1,1,1
1,6,21,12,3,2,3,1,13,7
1,6,8,20,14,1,1,1,1,7
1,5,28,21,6,3,1,2,14,7
0,10,8,19,15,3,2,2,1,7
1,1,6,21,5,1,1,1,7,1
1,7,13,10,2,1,1,1,13,7
0,9,11,16,14,1,1,1,1,1
1,12,30,20,2,1,3,1,21,7
0,2,16,20,18,1,2,1,1,1
1,5,21,1,15,2,1,1,1,1
0,6,7,17,1,1,1,1,14,7
1,5,28,3,18,2,1,1,1,3
1,1,14,18,2,1,2,1,13,7
1,5,13,11,3,2,3,1,13,7
0,4,28,8,14,1,1,1,1,7
0,10,25,22,4,1,3,1,7,1
1,12,19,1,18,1,3,1,1,1
0,1,3,13,1,2,1,1,14,7
1,10,19,21,3,1,1,1,7,7
1,1,30,17,14,1,1,1,1,7
0,9,22,16,4,1,1,1,14,7
0,3,26,19,2,1,1,1,14,7
1,3,11,13,14,1,3,1,1,7
0,9,26,17,3,2,3,1,11,7
1,8,1,17,14,1,2,1,1,1
1,1,24,10,1,1,2,1,21,7
0,7,11,18,3,3,2,2,11,7
1,10,19,14,2,3,3,2,12,7
0,11,1,10,17,1,1,1,1,1
0,8,2,17,15,1,3,1,1,7
0,6,15,13,3,1,3,1,7,7
0,10,6,14,15,2,3,1,1,7
0,9,20,7,4,1,3,1,14,7
0,12,19,17,15,2,1,1,1,7
1,5,9,6,3,1,2,1,13,7
1,1,24,5,0,1,2,1,0,7
1,12,16,5,17,3,2,2,1,7
0,3,23,10,3,3,2,2,13,7
1,1,1,15,3,1,3,1,13,7
1,10,13,21,4,1,3,1,14,7
0,2,23,16,11,3,2,2,1,7
0,2,28,10,15,1,1,2,1,1
0,10,3,18,15,3,2,2,1,7
1,12,4,6,18,1,3,1,1,1
0,3,27,14,11,1,1,1,1,7
0,1,19,8,17,1,2,1,1,1
1,5,17,15,5,1,3,1,14,7
1,6,19,13,2,1,3,1,7,7
1,8,31,16,14,3,1,2,1,7
1,1,24,17,15,2,1,1,1,7
1,4,12,17,3,1,2,1,14,7
1,10,18,11,3,1,2,1,14,7
0,6,6,12,3,1,2,1,14,7
0,3,2,7,3,2,3,3,7,2
1,2,19,23,3,3,2,2,7,7
1,12,17,4,19,1,1,1,1,1
0,12,13,17,11,1,3,1,1,7
1,2,2,10,3,2,2,1,14,7
1,10,26,6,3,1,3,1,14,7
0,7,11,10,3,2,1,1,12,7
1,8,30,4,3,1,3,1,11,7
0,8,25,10,15,1,1,1,1,1
0,3,10,11,4,1,1,1,14,7
0,5,9,7,15,1,1,1,1,1
1,4,29,19,3,3,1,2,7,7
1,6,17,12,19,1,1,1,1,1
0,3,26,16,3,1,3,2,7,7
1,3,6,18,14,2,3,1,1,7
0,5,30,7,15,1,2,1,1,7
0,8,3,2,5,2,1,1,7,1
1,8,9,22,14,1,1,1,1,7
1,8,24,1,3,2,3,1,13,7
0,5,25,13,0,1,1,1,0,7
1,2,7,19,3,1,1,1,13,7
0,4,20,14,15,1,1,1,1,1
0,7,17,13,3,1,2,1,7,7
1,6,15,20,3,2,3,1,14,7
0,10,30,19,15,1,1,1,1,1
1,2,29,14,3,3,3,2,13,7
0,5,8,7,4,1,3,1,14,7
0,3,17,10,17,1,1,1,1,1
0,2,29,18,3,3,1,2,7,7
1,2,15,5,5,2,2,1,14,7
0,10,4,20,5,2,2,2,14,7
0,1,29,6,2,1,2,1,14,7
1,4,4,0,4,3,3,1,14,7
1,6,6,14,3,1,2,1,13,7
0,10,15,20,15,1,1,1,1,1
1,6,28,10,4,1,3,1,14,7
0,10,6,20,4,1,1,1,14,7
0,12,30,22,4,1,1,1,14,7
1,10,11,18,14,1,2,1,1,7
1,6,19,4,18,1,2,1,1,1
0,11,16,20,3,2,1,1,7,7
0,5,2,12,6,1,2,1,14,7
1,8,31,20,19,3,1,2,1,1
0,11,8,10,15,1,1,1,1,7
0,12,4,17,15,2,1,1,1,7
0,3,11,9,15,1,1,1,1,1
0,5,14,18,1,1,1,1,14,7
0,7,12,18,3,2,1,2,14,7
0,1,24,7,2,1,1,4,14,7
1,12,5,13,3,1,1,1,7,7
0,6,13,16,18,1,1,1,1,1
0,5,30,7,11,1,2,1,1,7
1,12,14,2,4,2,1,1,12,7
1,4,11,10,5,1,1,1,12,7
0,3,9,7,18,5,3,3,1,1
1,12,1,13,3,1,3,1,13,7
1,6,21,19,14,1,3,1,1,7
1,5,26,1,2,1,2,1,14,7
1,10,6,8,2,1,1,1,14,7
0,10,1,9,15,1,1,1,1,7
1,4,22,19,2,2,3,1,14,7
1,9,22,1,3,3,1,1,13,7
0,11,9,18,18,1,1,1,1,1
0,8,31,18,14,2,1,1,1,7
0,11,22,12,3,1,1,1,14,7
0,9,10,13,15,1,1,1,1,1
1,1,6,10,15,1,1,1,1,1
1,7,31,6,3,2,3,2,14,7
0,12,2,4,6,1,2,1,7,1
1,6,10,0,15,3,2,2,1,7
0,9,30,15,3,1,3,1,7,1
1,8,3,6,3,1,3,1,13,7
1,12,10,0,5,2,1,1,14,7
1,10,12,13,14,1,2,1,1,7
1,7,7,4,19,1,1,1,1,2
1,7,4,19,4,1,3,1,14,7
1,4,28,21,19,1,1,1,1,1
1,10,21,15,5,1,3,1,7,1
1,12,14,12,3,1,1,1,14,7
0,12,4,16,15,1,1,1,1,7
0,10,21,19,4,1,1,1,14,7
0,1,27,8,3,1,1,1,14,7
0,8,19,15,2,2,1,1,7,1
1,1,30,6,14,1,1,1,1,7
0,10,12,20,0,1,2,1,0,7
0,7,31,18,15,1,1,1,1,1
1,12,23,11,3,1,3,1,14,7
0,10,11,8,15,1,2,1,1,7
0,9,21,16,11,1,2,1,1,7
0,8,28,11,15,1,2,2,1,1
0,8,1,20,15,1,2,1,1,1
1,10,11,5,14,1,3,1,1,7
1,2,1,2,6,3,1,2,7,1
0,8,21,16,2,1,1,1,13,7
0,8,15,15,15,1,2,1,1,7
1,2,3,22,19,3,1,2,1,1
0,12,8,7,3,5,2,3,7,1
1,5,16,21,19,1,1,1,1,8
1,12,14,4,4,1,2,1,14,7
0,1,30,9,4,1,2,1,14,7
1,10,9,1,3,3,3,2,14,7
1,9,13,11,3,1,3,1,14,7
0,11,30,15,2,1,3,1,7,1
1,11,24,12,2,1,3,1,14,7
1,11,6,6,18,1,1,1,1,1
1,12,26,10,14,1,3,1,1,7
1,12,21,17,14,2,1,1,1,7
1,1,22,10,3,1,2,1,14,7
0,3,29,1,19,3,1,2,1,1
1,6,22,9,14,1,2,1,1,2
1,12,22,19,5,3,1,2,7,7
0,10,4,16,0,3,1,2,0,7
0,8,10,16,3,1,2,1,14,7
1,3,9,16,2,1,2,1,14,7
1,12,1,5,6,1,1,1,14,7
0,12,1,14,14,1,2,1,1,1
0,7,31,11,15,1,3,1,1,7
0,8,16,1,15,1,2,1,1,7
0,9,3,5,14,3,1,2,1,1
0,4,18,18,14,3,1,2,1,7
0,11,20,12,14,2,2,1,1,7
0,4,11,14,11,2,1,1,1,7
0,6,10,12,5,2,2,1,7,7
1,12,2,10,5,1,1,1,14,7
0,12,31,11,3,1,3,1,7,1
0,6,27,17,5,1,2,1,14,7
1,6,2,18,3,1,3,1,14,7
0,10,29,17,14,3,2,1,1,1
0,8,1,10,18,1,1,1,1,1
0,10,22,20,15,2,2,1,1,7
0,3,26,16,0,3,3,2,0,7
1,10,19,21,3,1,2,2,14,7
1,8,5,13,3,1,3,1,14,7
0,8,17,22,0,1,3,1,0,7
0,5,18,8,3,1,2,1,14,7
0,10,19,10,4,3,3,2,14,7
0,3,26,18,14,3,1,2,1,2
1,4,16,11,3,1,2,1,14,7
0,6,26,7,15,2,1,1,1,1
0,7,6,18,6,1,1,1,14,7
0,6,17,8,3,2,3,1,14,7
1,12,4,8,4,5,3,4,13,7
0,2,6,20,4,2,1,1,14,7
1,10,2,15,3,2,2,1,7,7
0,2,1,15,15,1,2,1,1,7
1,11,5,11,0,1,2,1,0,7
1,11,7,17,3,1,3,1,14,7
0,5,2,12,14,1,3,1,1,1
0,11,13,6,15,1,1,1,1,7
0,7,2,16,2,2,3,1,13,7
0,10,11,14,18,1,1,1,1,8
1,11,16,4,5,1,1,1,7,7
0,11,21,12,3,1,1,1,7,7
1,3,22,2,3,1,1,1,14,7
1,4,23,4,3,2,2,2,13,7
1,6,27,8,4,2,3,1,7,7
0,4,19,9,0,2,3,1,0,7
0,6,21,8,4,3,1,2,7,1
1,2,1,15,3,1,3,1,13,7
0,9,6,8,15,1,2,1,1,7
1,8,3,22,3,2,3,1,14,7
0,3,28,22,19,3,1,2,1,1
0,8,27,5,2,3,2,2,14,7
0,11,12,17,3,1,3,1,14,7
0,12,7,16,19,1,2,1,1,1
0,1,5,6,4,1,1,1,14,7
1,6,25,13,18,2,1,1,1,1
0,10,16,15,15,2,2,1,1,8
1,7,4,7,19,1,1,1,1,1
1,3,24,23,19,2,1,1,1,1
1,10,22,8,0,1,3,1,0,7
1,12,15,3,3,1,1,1,14,7
0,10,21,17,18,1,3,1,1,7
0,6,11,9,18,1,1,1,1,7
0,7,23,7,3,1,1,1,14,7
0,11,14,17,0,2,1,1,0,7
0,1,17,17,14,1,2,1,1,7
0,8,21,13,18,1,1,1,1,8
1,2,18,4,4,2,2,3,13,1
0,7,13,10,0,1,1,1,0,7
1,10,17,23,6,1,1,1,13,7
0,10,5,16,1,1,3,1,14,7
1,12,24,6,2,1,2,1,14,7
1,7,16,21,19,2,3,1,1,1
0,10,8,9,5,2,1,1,7,7
0,11,24,10,4,1,1,1,14,2
1,8,31,8,5,3,3,2,13,7
1,4,29,5,5,2,1,1,13,7
1,11,11,17,18,2,1,1,1,1
1,8,3,23,5,2,1,2,14,7
0,7,27,11,11,1,1,1,1,7
1,10,19,21,3,2,1,1,13,7
1,11,23,6,5,1,1,1,7,7
1,8,26,7,19,1,2,1,1,1
1,3,11,17,3,1,2,1,13,7
1,3,24,10,3,2,3,1,13,7
1,10,15,9,1,2,3,1,14,7
1,4,19,21,2,2,3,1,13,7
0,4,10,6,3,1,3,1,14,7
1,8,5,15,15,1,2,1,1,7
0,4,15,16,3,3,3,2,14,7
1,1,3,17,4,3,2,2,14,7
0,10,27,16,15,3,1,2,1,1
0,11,27,15,1,1,2,1,14,7
0,5,24,21,14,2,1,1,1,7
1,2,25,4,4,3,2,2,7,1
1,1,1,6,3,1,3,1,14,7
0,8,18,13,15,1,1,1,1,7
1,9,18,15,3,2,2,1,7,7
1,10,29,3,5,1,1,1,12,7
0,2,8,7,3,1,1,1,14,7
0,2,26,7,3,2,2,1,14,7
