label,発生日時　　月,発生日時　　日,発生日時　　時,車道幅員,天候,地形,路面状態,道路形状,信号機
0,10,10,11,0,1,2,1,0,7
0,7,6,12,4,1,1,1,14,7
1,6,24,20,3,2,1,1,14,7
1,4,25,18,0,1,2,1,0,7
1,5,2,19,15,1,1,1,1,1
0,8,3,21,3,1,1,1,14,7
0,8,25,18,18,2,2,1,1,2
1,4,2,21,4,1,2,1,14,7
0,7,31,6,14,1,1,1,1,7
1,12,15,15,3,2,3,1,14,7
0,8,5,7,3,1,3,1,13,7
0,11,22,18,11,1,3,1,1,7
0,1,19,6,4,3,1,2,14,7
1,12,18,16,15,2,1,4,1,7
1,4,23,9,15,2,1,1,1,1
0,1,23,16,3,1,1,1,7,7
0,9,21,22,5,3,1,2,14,7
0,11,12,13,3,1,1,1,14,7
1,9,11,9,4,1,1,1,14,7
0,5,3,11,15,1,1,1,1,7
0,5,2,17,5,1,2,1,7,1
1,7,26,3,1,2,2,1,14,7
0,4,29,0,2,1,1,1,14,7
1,1,8,4,4,1,1,1,7,7
1,9,15,3,11,1,3,1,1,7
0,12,16,8,3,1,2,1,14,7
0,11,5,16,4,1,3,1,14,7
1,7,21,11,1,1,3,1,21,7
0,4,12,11,4,1,1,1,7,7
0,7,17,8,3,1,3,1,14,7
1,6,25,9,14,2,1,1,1,1
1,1,5,0,17,1,1,1,1,1
1,10,23,5,11,2,2,1,1,2
1,9,14,21,3,1,3,1,13,7
1,1,4,17,3,1,2,1,14,7
0,4,1,8,15,1,3,1,1,7
1,1,11,22,3,1,3,1,14,7
0,11,12,16,2,3,1,2,7,1
1,12,29,19,1,1,1,1,21,7
1,10,10,18,15,1,3,1,1,7
1,11,12,5,5,1,1,1,7,1
0,9,17,15,15,1,1,1,1,1
1,3,22,14,3,1,2,1,14,7
0,10,30,11,2,1,1,1,14,7
1,11,8,21,3,1,3,1,14,7
0,12,31,8,15,3,3,2,1,7
0,3,15,11,14,1,1,1,1,1
1,5,29,12,3,1,1,1,13,7
1,6,6,9,3,1,1,1,7,7
0,4,10,15,4,1,1,1,7,1
0,11,1,17,1,3,1,2,14,7
1,5,25,8,3,1,3,1,13,7
0,11,5,9,15,1,2,1,1,1
1,2,5,5,4,3,1,2,7,7
0,2,12,14,14,1,1,1,1,7
0,2,19,13,19,3,1,1,1,1
0,2,4,19,15,2,1,1,1,7
1,4,5,19,3,2,2,1,14,7
1,12,17,4,4,1,3,1,14,7
1,9,26,16,18,1,2,1,1,1
0,12,10,7,11,1,2,1,1,7
0,3,2,7,14,1,1,1,1,1
0,3,17,10,5,2,2,1,14,7
0,7,5,14,3,1,1,1,14,7
1,11,28,17,4,1,3,1,12,7
1,6,29,15,4,1,1,1,7,7
1,10,15,10,3,2,3,1,14,7
1,4,10,16,2,1,3,1,14,7
0,4,14,15,5,1,1,1,14,7
1,2,20,6,3,2,1,1,7,7
1,3,9,3,6,1,2,1,7,7
1,9,6,7,5,1,1,1,13,7
0,6,25,20,3,2,2,1,7,1
0,11,11,7,3,2,1,1,14,7
0,7,9,7,18,1,1,1,1,7
0,1,20,13,0,3,3,1,0,7
1,7,12,8,3,3,2,2,14,7
0,9,17,7,15,2,3,1,1,7
0,9,21,17,5,2,1,1,14,7
1,9,9,15,0,1,3,1,0,7
0,8,25,14,3,1,1,1,7,1
1,9,8,15,3,1,3,1,13,7
1,3,4,3,15,2,2,1,1,1
1,11,14,13,15,1,3,1,1,7
1,2,17,0,5,1,1,1,13,7
0,8,21,23,11,1,1,1,1,7
0,12,24,15,3,1,1,1,7,7
0,4,27,5,3,2,1,1,7,8
1,12,10,7,15,1,1,1,1,1
0,11,16,18,3,2,2,1,12,7
0,3,11,9,14,1,1,1,1,7
1,10,20,21,6,1,2,1,14,7
1,1,10,1,5,1,1,1,7,1
0,8,19,18,18,3,3,2,1,1
0,1,27,21,15,1,2,1,1,1
0,8,18,15,3,1,3,1,7,7
0,8,27,10,3,1,3,1,14,1
0,5,31,22,14,2,1,1,1,1
0,7,20,20,5,2,1,2,14,7
1,5,8,19,15,3,1,2,1,7
1,5,27,23,19,3,1,2,1,1
1,10,18,14,2,1,3,1,13,7
0,10,2,18,14,1,2,1,1,7
0,12,3,17,3,1,1,1,14,7
1,8,25,18,5,1,3,1,14,7
1,8,20,8,1,1,3,1,7,7
1,11,20,16,14,3,1,2,1,7
0,1,31,5,14,1,1,1,1,2
0,1,9,17,3,1,3,1,12,7
1,5,22,17,14,1,1,1,1,7
0,9,17,7,5,1,1,1,7,1
0,6,16,11,18,1,1,1,1,1
0,3,18,8,18,1,1,1,1,1
0,6,22,19,5,1,3,1,7,1
0,9,22,8,14,3,2,2,1,7
1,2,24,5,4,1,2,3,12,7
0,12,1,15,0,1,2,1,0,7
1,1,8,6,3,1,3,1,13,7
1,10,16,18,11,1,3,1,1,7
1,7,20,13,4,1,1,1,14,7
1,2,9,6,11,1,1,1,1,7
0,10,8,16,11,3,1,1,1,7
1,12,18,6,4,2,3,1,14,7
0,6,13,13,4,1,1,1,14,7
1,9,27,7,18,2,1,1,1,1
0,12,9,8,3,1,1,1,14,7
0,10,4,21,6,2,1,2,14,7
0,12,16,14,15,3,1,2,1,7
1,6,14,16,18,1,1,1,1,1
1,11,16,4,5,1,3,1,14,7
0,10,24,18,15,1,3,1,1,1
0,6,15,21,2,2,3,1,12,7
0,4,30,11,11,3,2,2,1,7
1,6,6,18,3,2,1,1,7,1
0,2,6,19,3,1,2,1,14,7
0,11,3,0,19,2,1,1,1,1
0,7,31,6,14,1,2,1,1,7
0,12,1,17,15,1,1,1,1,1
1,10,15,11,14,1,1,1,1,7
1,4,17,3,4,3,3,2,14,7
1,11,7,13,3,1,3,1,14,7
0,10,30,5,15,3,2,2,1,7
0,5,1,22,11,3,1,1,1,7
1,6,6,19,14,1,1,1,1,7
0,3,20,3,4,3,3,2,14,7
0,4,22,19,14,1,1,1,1,7
1,10,19,8,0,1,1,1,0,7
1,10,21,6,3,1,3,1,14,7
0,2,26,17,14,1,1,1,1,7
1,7,17,8,2,2,3,1,13,7
1,1,24,19,3,5,1,2,14,7
0,3,29,17,1,1,1,1,11,7
0,10,17,20,17,1,1,1,1,1
0,7,12,17,0,3,1,2,0,7
0,5,8,11,3,2,3,1,14,7
1,5,22,10,3,1,3,1,14,7
1,5,30,20,17,2,1,1,1,1
0,4,10,12,15,1,3,1,1,7
0,4,18,13,1,2,2,1,14,7
1,1,2,2,3,1,1,1,12,7
1,5,28,8,3,2,3,1,13,7
0,3,28,8,3,2,1,1,14,7
0,5,5,9,19,1,3,1,1,1
1,1,18,20,11,2,2,1,1,7
0,12,23,16,11,1,1,1,1,7
1,10,1,18,3,2,2,1,7,7
0,12,18,16,18,1,3,1,1,1
1,12,17,10,0,2,3,1,0,7
1,9,7,17,3,1,3,1,13,7
0,7,11,5,18,3,1,2,1,8
1,9,20,19,17,1,3,1,1,7
1,3,16,19,2,1,2,1,7,7
1,11,26,16,3,3,1,2,14,7
1,3,21,16,3,1,2,1,14,7
1,3,12,1,2,2,3,1,14,7
0,1,7,14,5,2,1,4,7,1
1,1,3,21,3,2,1,2,14,7
0,4,9,11,0,3,1,1,0,7
0,7,29,8,1,1,1,1,14,7
0,7,1,11,2,3,1,2,14,7
0,9,3,15,14,3,3,2,1,7
0,1,13,11,11,2,1,4,1,7
1,7,31,8,15,1,2,1,1,1
1,5,2,15,14,1,2,1,1,1
0,9,11,17,3,1,3,1,14,7
1,12,30,23,1,3,3,2,14,7
1,3,9,9,2,1,3,1,13,7
0,3,16,21,15,1,1,1,1,7
0,6,14,16,3,1,3,1,7,1
0,8,8,7,3,1,3,1,12,7
0,2,18,6,15,1,1,1,1,1
1,7,26,20,19,1,1,1,1,1
1,1,17,17,3,1,3,4,14,7
0,1,10,12,4,3,2,2,7,1
1,4,10,5,18,1,1,1,1,1
1,11,4,12,3,1,3,1,13,7
0,2,17,10,4,2,3,1,13,7
1,4,2,18,15,2,1,1,1,1
1,1,15,9,18,1,1,1,1,1
0,7,23,16,15,1,1,1,1,1
0,4,8,16,4,3,3,2,7,7
0,9,2,19,11,1,2,1,1,1
1,11,13,2,11,2,3,2,1,7
0,5,15,11,3,1,1,1,14,7
0,3,24,10,14,2,1,1,1,2
1,12,10,14,3,1,3,1,13,7
1,10,11,18,15,1,1,1,1,7
1,11,8,17,15,1,3,1,1,7
1,11,23,17,2,1,3,1,7,7
1,9,13,14,2,2,3,5,14,7
0,6,30,8,3,2,2,1,7,1
0,11,24,14,5,1,3,1,14,7
1,11,6,13,14,1,3,1,1,7
0,8,28,13,18,2,1,1,1,7
1,5,11,3,6,1,1,1,14,7
1,10,21,17,14,1,3,1,1,7
1,2,1,5,15,2,1,2,1,1
1,8,15,7,15,1,1,1,1,1
1,1,5,7,18,1,3,1,1,7
1,10,7,7,14,1,3,1,1,7
0,3,15,22,14,1,2,1,1,7
1,11,9,11,3,1,3,1,7,7
1,4,9,8,1,3,1,2,14,7
0,6,6,6,14,1,1,1,1,7
1,10,30,8,4,1,2,1,14,7
0,8,1,17,15,1,2,1,1,2
1,11,24,18,3,1,3,1,13,7
0,7,1,11,4,2,1,2,14,7
0,12,3,14,15,1,1,1,1,1
0,9,27,8,4,1,3,1,14,7
0,12,6,18,15,2,1,1,1,7
1,2,25,9,15,2,2,1,1,1
0,5,12,10,11,3,2,2,1,7
0,1,31,10,19,1,2,1,1,1
1,5,12,2,18,1,2,1,1,1
0,12,19,7,11,1,2,1,1,7
0,2,5,12,3,3,1,2,14,7
1,2,4,19,14,2,2,1,1,7
1,11,7,14,2,1,3,1,14,7
1,12,3,12,3,1,1,1,21,7
1,10,3,0,5,2,1,1,14,7
0,1,15,15,6,1,2,1,14,7
0,12,27,10,18,1,1,3,1,1
1,1,26,20,19,1,1,1,1,1
0,5,20,12,15,2,2,1,1,7
0,10,18,8,3,1,3,1,14,7
1,7,21,13,3,1,3,1,13,7
0,7,9,15,3,1,1,1,14,7
0,2,4,11,3,2,1,1,7,1
1,7,20,15,15,1,1,1,1,1
1,4,4,7,3,2,3,1,14,7
1,8,15,8,2,1,2,1,14,7
0,7,22,8,5,1,1,1,7,1
0,6,18,15,1,1,3,1,14,7
1,5,7,8,4,3,3,2,13,7
1,2,5,2,5,2,1,1,14,7
0,5,13,6,3,2,2,2,13,7
0,8,28,7,3,3,3,2,14,7
0,9,17,13,15,1,2,1,1,1
1,10,8,19,4,3,1,2,7,7
0,7,22,21,5,1,1,1,7,1
1,5,26,19,18,1,2,1,1,1
1,7,6,10,6,1,1,1,14,7
1,7,7,23,15,1,1,1,1,1
0,12,5,8,0,1,3,1,0,7
1,9,23,14,3,1,3,1,11,7
1,11,24,18,3,1,1,1,7,7
1,1,6,17,6,2,1,1,14,1
1,7,5,23,2,1,3,1,14,7
1,8,7,10,18,1,3,1,1,7
0,7,20,16,2,1,1,1,7,7
1,7,24,9,15,1,3,1,1,1
0,3,4,11,4,1,3,1,14,7
0,7,1,20,2,3,3,2,14,7
1,6,1,16,15,1,1,1,1,1
0,8,2,16,5,1,1,1,14,7
1,8,18,11,11,1,2,1,1,7
0,5,16,7,14,3,1,2,1,7
0,12,17,14,14,1,2,1,1,1
1,3,31,7,3,1,3,1,14,7
0,6,3,11,3,1,1,1,14,7
0,11,25,15,3,1,2,1,14,7
1,2,12,8,5,1,1,1,14,7
0,4,2,22,18,1,2,1,1,7
0,8,9,16,3,1,3,1,7,7
1,11,19,21,15,1,1,1,1,1
0,8,15,11,14,1,1,1,1,7
1,11,11,18,15,1,2,1,1,7
0,4,3,10,6,3,1,2,7,1
0,12,17,16,11,1,3,1,1,7
1,5,29,15,3,1,3,1,14,7
0,1,30,8,15,1,1,1,1,7
1,8,1,14,5,1,1,1,7,1
0,6,2,15,19,3,2,2,1,1
1,8,2,11,15,1,1,1,1,1
1,11,12,15,15,1,3,1,1,3
1,9,5,10,15,1,3,1,1,7
0,6,26,5,3,2,2,1,14,7
1,2,4,5,5,3,1,2,14,7
1,5,13,15,15,3,2,2,1,7
0,3,20,8,3,3,3,2,7,7
1,2,8,6,3,1,2,1,7,7
1,3,12,0,5,3,1,2,7,7
1,2,4,10,4,1,3,1,12,7
1,4,26,19,3,2,1,1,21,7
1,1,17,17,0,1,1,1,0,7
0,3,17,13,2,1,1,1,7,1
1,11,20,8,3,2,3,1,7,1
0,5,9,9,3,2,2,1,7,1
1,9,23,8,15,1,3,2,1,7
0,11,24,3,6,1,2,1,7,1
0,9,9,14,5,1,2,1,12,7
0,1,17,19,3,1,1,1,14,7
1,6,14,19,2,1,1,1,14,7
1,12,6,18,5,1,2,1,14,7
1,11,16,17,3,3,2,2,14,7
0,1,6,10,0,1,2,1,0,7
1,11,27,13,3,3,3,2,13,7
1,11,22,14,3,2,3,1,14,7
1,3,9,0,14,1,2,1,1,1
1,12,8,21,0,1,2,1,0,7
1,5,10,10,2,1,3,1,14,7
0,8,20,14,3,1,1,1,14,7
1,11,13,18,19,1,1,1,1,1
1,10,29,9,15,1,1,1,1,7
1,9,7,16,3,1,1,1,14,7
0,2,3,17,5,3,2,2,14,7
1,8,12,5,4,1,1,1,11,7
1,3,17,8,1,2,3,5,14,7
0,7,3,10,6,1,1,1,14,7
1,3,16,6,5,1,1,1,14,7
1,5,22,9,5,1,3,1,14,7
0,12,16,18,19,1,1,1,1,1
1,7,26,19,3,1,3,1,14,7
1,11,29,1,19,2,1,1,1,1
0,10,31,9,18,2,2,1,1,7
1,4,9,14,4,3,3,2,13,7
0,12,6,17,3,1,2,1,14,7
0,11,16,17,3,3,1,2,14,7
0,8,27,0,15,1,1,1,1,1
1,1,7,17,4,1,3,1,13,7
0,5,21,14,15,1,3,1,1,7
0,10,18,8,18,1,1,1,1,7
1,7,11,2,3,3,3,2,14,7
0,12,29,22,19,1,1,1,1,1
1,11,7,22,1,1,1,1,21,7
1,10,26,15,0,2,1,1,0,7
0,3,13,18,2,1,2,1,14,7
1,4,10,23,4,1,1,1,7,7
1,6,3,15,11,1,1,1,1,7
1,3,6,14,11,1,1,1,1,7
0,5,1,17,3,3,2,2,14,7
1,10,31,10,3,2,3,1,14,7
0,12,24,13,19,1,1,1,1,1
0,3,29,16,5,2,1,1,7,1
1,12,15,21,3,1,2,1,14,7
0,2,22,7,2,1,1,2,14,7
1,12,4,15,15,1,1,1,1,1
0,2,21,13,3,3,3,2,14,7
1,2,15,11,3,1,1,1,14,7
0,2,2,15,5,1,1,1,7,1
1,8,22,13,17,1,1,1,1,2
1,9,16,6,4,2,2,1,14,7
1,9,30,13,3,1,2,1,14,7
1,4,17,12,4,1,2,1,7,1
0,2,16,13,2,2,3,1,14,7
0,5,1,1,17,2,1,1,1,7
1,5,29,13,5,1,1,1,14,7
0,6,7,21,18,1,1,1,1,1
1,12,23,19,4,3,1,2,14,7
1,1,19,6,14,1,1,1,1,7
0,9,27,14,4,2,3,1,14,7
0,4,17,7,1,1,3,1,14,7
0,8,26,22,3,3,1,2,7,7
1,1,4,15,1,2,3,1,14,7
0,3,21,18,3,1,1,1,14,7
1,4,4,7,15,1,2,2,1,1
0,8,6,21,19,1,2,1,1,1
1,8,1,3,3,1,1,1,13,7
0,3,6,20,11,2,3,2,1,7
1,5,20,11,2,3,1,2,13,7
1,12,12,13,14,1,3,1,1,1
0,10,4,7,15,3,3,2,1,7
0,11,22,19,4,1,2,1,14,7
0,3,30,17,3,1,3,1,14,7
0,4,7,19,0,1,1,1,0,7
0,10,14,7,15,1,1,1,1,7
0,6,25,8,3,2,3,1,14,7
0,6,28,22,3,2,1,1,14,7
0,8,13,15,5,1,2,1,14,7
0,8,2,21,19,1,1,1,1,1
0,10,7,16,4,3,3,2,14,7
0,6,12,10,5,1,1,1,7,7
1,2,18,15,2,1,3,1,13,7
1,2,6,10,14,2,1,1,1,7
1,11,18,17,5,3,3,2,14,7
0,8,11,12,3,1,2,1,14,7
1,6,10,16,14,1,2,1,1,7
0,10,28,15,11,1,3,1,1,7
0,11,15,17,4,2,2,1,14,7
1,6,2,17,11,1,2,1,1,7
0,9,27,8,3,1,3,1,14,7
1,11,4,17,19,3,2,2,1,7
0,1,30,7,11,1,2,1,1,7
0,12,14,19,2,1,3,1,14,7
0,1,23,19,15,1,2,1,1,7
0,12,23,15,11,1,2,1,1,7
0,8,20,13,11,1,2,1,1,7
1,12,26,2,5,1,1,1,12,7
0,5,11,18,11,1,1,1,1,7
0,9,15,4,18,3,1,2,1,1
1,12,11,5,3,1,1,1,14,7
1,2,28,5,18,1,3,1,1,7
0,6,22,14,17,2,1,1,1,7
1,10,27,4,4,1,2,1,14,7
1,10,25,17,15,1,3,1,1,7
1,2,9,5,15,1,3,1,1,1
0,3,18,15,15,1,1,1,1,1
0,11,26,5,6,3,2,2,7,2
0,8,2,19,17,1,1,1,1,7
0,1,31,20,18,2,1,2,1,1
0,3,27,20,18,1,1,1,1,1
0,5,15,12,11,1,1,1,1,1
0,12,20,21,11,1,1,1,1,7
1,11,26,16,3,2,2,1,14,7
1,9,23,4,5,1,3,1,14,7
0,9,17,13,3,1,1,1,7,1
0,1,10,7,3,3,1,2,14,7
1,1,2,19,3,1,1,1,7,7
1,5,3,5,4,1,3,1,13,7
1,2,13,19,3,1,1,1,14,7
1,7,9,6,4,2,2,1,14,7
0,12,2,8,3,1,1,1,14,7
1,3,13,22,11,1,1,1,1,7
1,10,20,21,2,2,3,1,14,7
0,9,27,7,3,1,2,1,7,7
0,11,21,15,18,2,1,1,1,1
1,8,10,15,1,1,3,2,14,7
0,1,22,8,3,1,1,1,7,7
0,9,13,19,15,2,2,1,1,8
0,4,1,20,0,1,3,1,0,7
0,6,1,1,5,2,1,2,7,1
0,12,17,11,15,2,3,1,1,7
0,2,7,8,14,1,2,1,1,7
0,7,14,18,5,3,1,2,14,7
0,9,10,12,2,1,1,1,14,7
1,4,26,7,18,1,2,1,1,1
0,7,8,13,3,1,1,1,14,7
0,1,19,16,3,1,1,1,14,1
0,7,19,3,4,1,2,1,14,7
0,10,10,8,11,1,1,1,1,7
0,1,10,10,18,1,1,1,1,8
0,12,3,16,2,1,2,1,14,7
1,3,11,7,11,1,3,1,1,7
1,12,6,19,3,1,3,1,14,7
0,10,17,8,3,1,1,1,14,7
1,12,19,8,4,1,2,1,7,7
0,11,2,20,14,2,3,2,1,7
0,8,16,14,0,1,2,1,0,7
1,1,13,3,3,1,1,1,14,7
0,11,25,8,4,1,2,1,14,7
0,8,10,8,14,1,3,1,1,7
0,5,28,13,15,3,1,2,1,7
1,6,20,7,2,1,3,1,22,7
1,11,30,9,14,1,1,1,1,1
0,10,18,18,19,3,2,2,1,7
0,7,14,8,2,3,3,2,7,7
1,4,20,6,4,2,1,1,7,1
1,10,7,15,5,3,3,2,13,7
1,8,14,8,3,1,3,1,13,7
1,4,23,12,17,3,1,2,1,7
0,11,23,16,5,2,1,1,14,7
0,10,12,19,18,1,2,1,1,1
1,3,27,2,3,2,2,1,14,7
1,9,25,2,4,1,2,1,13,7
0,12,16,14,18,1,1,1,1,1
0,8,10,21,2,1,2,1,7,7
1,12,16,21,0,2,3,3,0,7
1,10,15,15,17,1,1,1,1,1
0,4,25,13,3,1,1,1,7,1
1,9,18,2,3,1,3,1,14,7
0,3,8,15,14,1,1,1,1,7
0,1,29,11,5,1,2,1,7,1
1,3,10,22,17,1,1,1,1,7
0,12,23,12,11,1,1,1,1,7
1,3,6,19,3,1,3,1,7,7
0,8,8,16,3,1,3,1,7,7
0,6,20,20,3,3,1,2,14,7
0,4,13,10,3,1,1,1,14,7
0,10,2,17,2,1,1,1,14,7
1,9,30,16,15,1,1,1,1,7
1,10,20,14,3,1,3,1,13,7
1,8,7,14,3,2,3,1,14,7
0,10,17,17,15,1,1,1,1,1
1,10,29,9,1,2,3,1,7,7
1,9,2,11,3,1,2,1,14,7
0,8,24,8,3,1,2,1,14,7
1,11,21,20,2,2,3,1,7,7
1,10,23,13,1,1,3,1,14,7
0,4,19,12,3,1,1,1,14,7
1,6,19,3,3,1,3,1,14,7
1,5,20,7,3,1,2,1,13,7
1,7,28,19,4,1,1,1,7,7
1,6,12,9,3,1,2,1,14,7
0,11,4,17,5,1,2,1,7,1
1,10,23,20,5,2,1,1,14,7
0,12,16,10,3,1,1,1,14,7
0,1,2,16,5,1,1,1,7,1
1,10,19,23,5,1,1,1,7,7
0,4,3,7,15,3,2,2,1,7
0,12,24,11,14,2,1,1,1,7
1,7,22,20,0,1,3,1,0,7
0,5,29,8,14,1,1,1,1,7
1,9,7,1,5,1,1,1,7,7
0,1,27,11,2,1,1,1,14,7
1,6,20,17,5,1,1,1,14,7
0,7,24,8,18,1,1,1,1,1
1,12,20,14,15,1,1,1,1,7
1,10,19,11,14,1,1,1,1,7
1,3,18,17,2,1,1,1,21,7
1,4,28,6,3,1,2,1,14,7
0,10,7,19,4,3,2,2,14,7
1,9,24,16,2,1,2,1,13,7
1,10,29,12,3,1,1,1,14,7
0,6,11,13,15,1,3,1,1,1
1,8,6,21,4,2,3,1,14,7
0,5,22,8,2,1,3,1,7,7
1,1,31,17,15,3,1,2,1,7
1,11,13,18,11,2,2,1,1,7
0,10,17,15,4,1,1,1,14,7
1,10,22,23,15,2,1,1,1,1
0,6,12,21,11,1,2,1,1,7
0,11,14,13,15,1,1,1,1,1
1,5,15,8,15,1,3,1,1,7
1,4,28,18,3,1,3,1,14,7
1,5,22,5,5,1,1,1,13,7
0,8,23,11,15,2,2,1,1,7
1,2,4,6,3,3,3,2,7,7
1,11,23,8,18,1,1,1,1,1
1,11,24,16,4,2,2,1,14,7
0,2,29,16,5,1,1,1,14,7
0,11,5,4,3,1,3,1,14,7
0,1,9,7,15,1,1,1,1,1
1,1,12,5,14,1,1,1,1,7
1,9,27,9,18,2,1,1,1,1
1,10,4,10,2,2,3,1,7,7
0,7,17,12,3,1,3,1,14,7
0,8,2,15,3,1,2,1,14,7
0,12,21,20,2,1,2,1,14,7
0,12,9,14,5,1,2,1,14,7
1,1,18,14,3,3,2,2,13,7
0,3,4,9,11,5,3,2,1,7
0,3,29,16,14,1,1,1,1,7
1,7,7,23,3,1,3,1,13,7
0,11,9,7,3,1,2,1,14,7
1,8,13,9,3,1,3,1,13,7
1,3,1,8,4,4,3,2,14,7
0,12,1,16,15,1,1,1,1,1
0,4,17,12,2,1,1,1,14,7
1,1,10,5,3,2,1,1,14,7
0,3,8,5,15,2,2,1,1,7
1,7,14,12,3,1,3,1,14,7
0,3,23,13,4,3,2,1,7,1
0,10,21,19,2,1,1,1,14,7
1,10,21,17,19,1,3,1,1,1
0,7,7,0,19,1,1,1,1,1
0,9,27,10,5,3,1,2,14,7
1,3,30,9,6,1,2,1,14,7
1,7,21,5,3,1,3,1,14,7
0,1,10,13,11,2,3,2,1,1
1,9,13,9,3,1,1,1,14,7
0,2,5,18,11,5,1,2,1,7
1,12,28,23,3,1,2,1,14,7
1,11,18,18,14,1,1,1,1,7
1,4,21,18,3,3,2,2,14,7
0,8,24,18,15,1,2,1,1,7
0,7,4,15,3,1,3,1,14,7
0,2,22,8,14,3,1,1,1,7
0,1,25,18,3,1,2,1,7,7
0,9,15,21,5,3,3,2,7,7
0,3,31,11,0,2,3,5,0,7
1,9,23,22,3,1,2,1,7,7
1,9,14,8,19,1,2,1,1,1
1,7,20,19,3,1,3,1,14,7
0,3,12,19,15,1,2,2,1,1
0,10,2,13,3,1,1,1,14,7
0,10,10,8,3,1,3,1,14,7
1,9,1,14,4,1,3,1,13,7
0,7,11,10,3,2,2,1,14,7
1,2,22,5,3,1,3,1,14,7
0,9,8,14,15,1,2,1,1,7
1,3,18,9,4,1,1,1,14,7
0,2,10,5,18,1,1,1,1,1
0,8,11,14,4,1,3,1,12,7
0,11,12,23,19,1,1,1,1,1
0,12,25,7,2,1,2,1,7,1
1,2,23,9,2,2,2,1,7,7
1,1,25,5,18,1,1,1,1,1
0,12,24,13,0,3,1,2,0,7
1,3,11,13,3,2,2,1,7,7
0,10,23,14,19,1,1,1,1,1
0,2,24,0,2,1,2,1,14,7
0,1,17,6,3,1,1,1,14,7
0,6,28,18,11,2,2,2,1,7
0,12,27,7,4,1,2,5,14,7
1,12,11,0,5,1,3,1,13,7
0,5,31,13,2,2,1,1,14,7
1,4,13,3,4,1,1,1,14,7
1,11,22,2,5,1,3,1,14,7
0,9,26,16,14,2,3,1,1,7
1,2,17,23,2,1,3,1,13,7
1,8,27,15,0,1,1,1,0,7
1,4,4,6,18,1,2,1,1,1
0,1,18,17,11,1,1,1,1,1
0,1,29,12,19,1,1,1,1,1
0,8,5,9,3,1,2,1,14,7
1,9,20,16,4,1,3,1,7,7
0,2,26,10,15,1,1,1,1,1
1,4,14,2,3,1,3,1,14,7
1,12,2,18,15,1,1,1,1,7
0,12,21,11,0,2,3,1,0,7
0,4,15,6,3,1,3,1,7,1
0,7,26,17,3,1,2,1,14,7
1,10,16,7,14,2,2,1,1,7
1,5,24,20,3,1,2,1,14,7
0,8,26,17,15,2,3,1,1,1
1,1,7,21,3,1,1,1,14,7
1,9,17,14,15,1,1,1,1,1
0,1,8,13,4,1,2,1,14,7
1,3,3,14,3,2,1,1,14,7
1,5,30,16,3,2,3,1,13,7
1,9,5,7,18,1,1,1,1,7
1,8,28,16,3,2,1,1,14,7
0,7,17,13,15,1,1,1,1,1
1,9,11,8,6,1,3,1,14,7
1,6,10,1,3,3,2,2,14,7
0,3,26,18,5,1,2,1,7,1
0,8,7,13,4,2,2,1,14,7
1,12,23,20,3,3,3,2,14,7
1,6,4,13,6,1,1,1,14,7
0,4,25,17,1,1,1,1,12,7
0,7,15,9,5,3,1,2,14,7
1,11,27,3,4,3,3,2,14,7
1,10,30,13,5,1,1,1,13,7
0,3,29,21,14,1,1,1,1,7
0,12,10,9,11,1,2,1,1,7
0,7,18,7,0,1,3,1,0,7
0,1,2,9,5,2,1,3,7,1
0,1,30,14,3,1,3,1,13,7
1,5,29,20,3,2,3,1,14,7
1,10,9,5,4,3,1,2,12,7
0,2,6,7,6,3,2,2,7,1
1,1,2,14,3,1,3,1,14,7
0,2,9,7,15,1,2,1,1,7
0,12,5,20,3,1,1,1,14,7
0,12,25,14,4,1,3,1,14,7
0,10,9,13,15,2,1,1,1,7
1,5,19,16,3,1,3,1,12,7
0,8,17,14,1,1,1,1,13,7
1,12,6,7,3,1,2,1,7,7
1,7,24,1,3,1,3,1,14,7
1,4,2,1,5,1,3,1,14,7
0,3,14,15,18,1,1,1,1,7
1,10,28,16,1,2,3,1,14,7
0,3,14,6,17,1,1,1,1,1
1,5,14,13,3,1,3,1,13,7
0,1,20,20,15,1,1,1,1,7
0,5,13,7,14,3,1,2,1,7
1,12,6,20,4,1,3,2,13,7
0,3,1,11,4,3,2,2,7,1
1,7,30,13,0,1,3,1,0,7
0,4,16,8,19,1,1,1,1,1
1,7,4,2,3,2,3,2,14,7
0,10,12,11,15,1,3,1,1,1
1,12,3,14,3,1,3,1,14,7
0,11,23,16,2,1,3,1,14,7
1,11,7,2,14,1,3,1,1,2
0,10,16,10,11,2,1,1,1,1
0,11,22,13,14,1,3,1,1,7
1,3,30,18,3,1,1,1,14,7
0,10,17,14,17,1,1,1,1,7
1,9,2,10,15,1,1,1,1,1
0,10,8,8,3,3,1,2,14,7
1,9,18,18,3,1,2,1,7,7
0,12,6,22,19,1,1,1,1,1
1,1,29,5,3,1,1,1,13,7
1,6,13,17,14,1,2,1,1,7
1,10,8,4,2,2,1,1,7,7
0,8,29,20,0,3,3,2,0,7
1,2,15,15,4,1,2,1,7,7
1,3,9,4,3,2,3,1,13,7
0,6,4,7,15,1,1,1,1,7
1,6,24,20,2,2,2,1,7,7
1,10,20,9,4,1,3,1,14,7
0,12,13,11,4,1,2,1,14,7
0,11,18,4,18,1,1,1,1,1
1,10,7,5,3,3,3,2,14,7
